awards,corporations,draft,expansions,generations,map,milestones,players,scores,timestamp,wgt,country,colonies,rank,key
"['CULTIVATOR', 'SPACE BARON', 'CONTRACTOR']","['ECOLINE', 'CREDICOR']",YES,['PRELUDE'],8,HELLAS,"['TACTICIAN', 'ENERGIZER', 'RIM SETTLER']",2,"['93', '95']",,,,,,-LNcdD74zHd0-S9AojPr
"['INDUSTRIALIST', 'DESERT SETTLER', 'BENEFACTOR']","['ROBINSON INDUSTRIES', 'ECOLINE']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",9,ELYSIUM,"['GENERALIST', 'ECOLOGIST', 'LEGEND']",2,"['103', '86']",,,,,,-LNcnDx52MutFMzStOZo
"['LANDLORD', 'BANKER', 'THERMALIST']","['HELION', 'INTERPLAN. CINEMATICS', 'ECOLINE', 'MINING GUILD']",YES,['CORPORATE'],9,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",4,"['55', '70', '62', '51']",,,,,,-LNcoJ4fGf1XCxZvIrSi
"['LANDLORD', 'BANKER', 'SCIENTIST']","['THORGATE', 'INVENTRIX']",YES,['CORPORATE'],13,THARSIS,['TERRAFORMER'],2,"['124', '101']",,,,,,-LNcqGjnAJ45zZCNMXpo
"['CULTIVATOR', 'MAGNATE', 'VENUPHILE']","['CELESTIC', 'HELION']",YES,"['VENUS', 'PRELUDE']",13,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'ENERGIZER']",2,"['115', '87']",,,,,,-LNcqaVkArdW_88IH9TA
"['DESERT SETTLER', 'ESTATE DEALER']","['CREDICOR', 'CELESTIC', 'HELION', 'MORNING STAR']",YES,"['CORPORATE', 'VENUS']",14,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'LEGEND']",4,"['117', '87', '99', '118']",,,,,,-LNdApbhw65YzhdYQPAq
['BANKER'],"['BEGINNER', 'VALLEY TRUST', 'CHEUNG SHING MARS', 'THARSIS REPUBLIC']",NO,['PRELUDE'],9,THARSIS,"['MAYOR', 'GARDENER', 'PLANNER']",4,"['71', '53', '52', '58']",,,,,,-LNdW-OEG9ud9cGT7fJN
['DESERT SETTLER'],"['MINING GUILD', 'THORGATE', 'SATURN SYSTEMS']",YES,,10,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'TYCOON']",3,"['82', '80', '78']",,,,,,-LNdanD7VYPEqdscwEtg
,"['THARSIS REPUBLIC', 'CREDICOR', 'TERACTOR', 'SATURN SYSTEMS']",YES,['CORPORATE'],10,THARSIS,,4,"['80', '64', '64', '60']",,,,,,-LNe3Yfu2y-jE4FvUXQW
"['LANDLORD', 'BANKER', 'MINER']","['MINING GUILD', 'SATURN SYSTEMS', 'CREDICOR', 'INVENTRIX']",YES,['CORPORATE'],10,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",4,"['87', '72', '71', '67']",,,,,,-LNe3yfbTGJHRYPdEbBS
"['LANDLORD', 'BANKER', 'MINER']","['MINING GUILD', 'ECOLINE', 'INTERPLAN. CINEMATICS', 'UNMI']",YES,['CORPORATE'],10,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",4,"['81', '80', '53', '50']",,,,,,-LNe4Q71JTRwkwN5-iMR
,"['HELION', 'THARSIS REPUBLIC', 'UNMI']",YES,['CORPORATE'],12,THARSIS,,3,"['93', '91', '82']",,,,,,-LNe4fVBNJ5UF-RMeIro
"['LANDLORD', 'BANKER', 'MINER']","['THARSIS REPUBLIC', 'ECOLINE', 'MINING GUILD']",YES,['CORPORATE'],12,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['91', '91', '88']",,,,,,-LNe55rJLUf_bSUUYA5q
"['LANDLORD', 'THERMALIST', 'MINER']","['MINING GUILD', 'ECOLINE', 'HELION']",YES,['CORPORATE'],12,THARSIS,"['GARDENER', 'BUILDER', 'PLANNER']",3,"['101', '94', '79']",,,,,,-LNe5JQsGQa8j5lpWUeB
,"['HELION', 'MINING GUILD', 'UNMI']",YES,['CORPORATE'],12,THARSIS,,3,"['103', '80', '78']",,,,,,-LNe5RvSq_faSmj10qFz
,"['THORGATE', 'MINING GUILD', 'CREDICOR']",YES,['CORPORATE'],12,THARSIS,,3,"['103', '102', '96']",,,,,,-LNe5bg-xOpQ2EzdEgmn
,"['TERACTOR', 'HELION', 'THORGATE']",YES,['CORPORATE'],11,THARSIS,,3,"['104', '83', '82']",,,,,,-LNe5lhjje_B5sqkHRle
,"['ECOLINE', 'PHOBOLOG', 'HELION']",YES,['CORPORATE'],11,THARSIS,,3,"['100', '97', '76']",,,,,,-LNe5vX3X8H-4A-5Yk2A
,"['THORGATE', 'HELION', 'MINING GUILD']",YES,['CORPORATE'],11,THARSIS,,3,"['99', '83', '76']",,,,,,-LNe63SqQOnrMjladg5u
,"['TERACTOR', 'MINING GUILD', 'PHOBOLOG']",YES,['CORPORATE'],11,THARSIS,,3,"['115', '77', '61']",,,,,,-LNe6CcNNQFwPN-jjn_L
,"['HELION', 'TERACTOR', 'THARSIS REPUBLIC']",YES,['CORPORATE'],10,THARSIS,,3,"['93', '90', '81']",,,,,,-LNe6KCzzM1ckbLS9RxD
"['BANKER', 'SCIENTIST', 'THERMALIST']","['MINING GUILD', 'CHEUNG SHING MARS', 'POINT LUNA', 'HELION']",YES,"['CORPORATE', 'PRELUDE']",10,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",4,"['97', '89', '78', '67']",,,,,,-LNe79WnxboUXCoNGtoG
"['DESERT SETTLER', 'ESTATE DEALER', 'BENEFACTOR']","['CHEUNG SHING MARS', 'VITOR']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",14,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'TYCOON']",2,"['124', '104']",,,,,,-LNeB3HM2UwznBkx_pB6
['BENEFACTOR'],"['THORGATE', 'ECOLINE']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",14,ELYSIUM,"['SPECIALIST', 'ECOLOGIST', 'LEGEND']",2,"['130', '103']",,,,,,-LNeCWHvHBT_Aoq_Yx9F
"['INDUSTRIALIST', 'ESTATE DEALER', 'BENEFACTOR']","['THARSIS REPUBLIC', 'ARCADIAN COMMUNITIES', 'UNMI']",YES,"['CORPORATE', 'PRELUDE']",9,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",3,"['76', '74', '73']",,,,,,-LNeIO9ZQVQITNQ6rmVI
"['CULTIVATOR', 'MAGNATE', 'EXCENTRIC']","['ROBINSON INDUSTRIES', 'THORGATE', 'ECOLINE']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",10,HELLAS,"['DIVERSIFIER', 'POLAR EXPLORER', 'ENERGIZER']",3,"['87', '81', '73']",,,,,,-LNeQTUdF7jQAt-iRocI
"['CULTIVATOR', 'SPACE BARON', 'CONTRACTOR']","['HELION', 'INVENTRIX', 'ARCADIAN COMMUNITIES', 'POINT LUNA']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",9,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'ENERGIZER']",4,"['59', '91', '81', '75']",,,,,,-LNeQo7Db2qH6UnIRYxp
"['CELEBRITY', 'BENEFACTOR']","['MANUTECH', 'TERACTOR', 'VALLEY TRUST']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",9,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",3,"['80', '67', '77']",,,,,,-LNeR2lpc7SEzPQOu2K_
"['BANKER', 'MINER', 'VENUPHILE']","['VIRON', 'UNMI', 'PHOBOLOG']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",10,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['87', '90', '79']",,,,,,-LNeRMeD30ZTuNozlbWz
"['BANKER', 'MINER', 'VENUPHILE']","['VITOR', 'MINING GUILD', 'CELESTIC']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",13,THARSIS,"['GARDENER', 'BUILDER', 'HOVERLORD']",3,"['108', '115', '133']",,,,,,-LNeRdz4YWe0kdAc1Smn
"['CULTIVATOR', 'MAGNATE', 'CONTRACTOR']","['KUIPER BELT COOP.', 'CHEUNG SHING MARS', 'INTERPLAN. CINEMATICS']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",10,HELLAS,"['TACTICIAN', 'POLAR EXPLORER', 'ENERGIZER']",3,"['72', '82', '86']",,,,,,-LNeRw9imlBvKTnWlMuj
"['BANKER', 'MINER', 'VENUPHILE']","['ARKLIGHT', 'THARSIS REPUBLIC', 'RECYCLON']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",10,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",3,"['94', '81', '66']",,,,,,-LNeSC197alulPMxQcn-
"['CELEBRITY', 'VENUPHILE']","['SATURN SYSTEMS', 'CREDICOR', 'MORNING STAR']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",9,ELYSIUM,"['GENERALIST', 'ECOLOGIST', 'LEGEND']",3,"['83', '89', '75']",,,,,,-LNeSRE296W49f1ULAX4
"['DESERT SETTLER', 'BENEFACTOR', 'VENUPHILE']","['ECOLINE', 'POINT LUNA', 'VALLEY TRUST']",YES,"['CORPORATE', 'VENUS', 'PRELUDE']",11,ELYSIUM,"['SPECIALIST', 'LEGEND', 'HOVERLORD']",3,"['103', '95', '92']",,,,,,-LNec9yT1_-SHWeW33ym
"['BANKER', 'SCIENTIST', 'THERMALIST']","['BEGINNER', 'BEGINNER', 'BEGINNER', 'BEGINNER']",YES,['CORPORATE'],11,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",4,"['80', '85', '92', '104']",,,,,,-LNed3s1HLTS_tGidhet
"['BANKER', 'SCIENTIST', 'THERMALIST']","['UNMI', 'HELION']",NO,"['CORPORATE', 'PRELUDE']",10,THARSIS,"['TERRAFORMER', 'MAYOR', 'BUILDER']",2,"['108', '94']",,,,,,-LNeuQq8-Zwc61uXz4BI
"['LANDLORD', 'SCIENTIST', 'MINER']","['INVENTRIX', 'MINING GUILD']",NO,"['CORPORATE', 'PRELUDE']",11,THARSIS,"['MAYOR', 'GARDENER', 'PLANNER']",2,"['98', '120']",,,,,,-LNeuhM_lTdV6lRfkQZm
"['INDUSTRIALIST', 'ESTATE DEALER', 'VENUPHILE']","['APHRODITE', 'THARSIS REPUBLIC', 'CELESTIC']",NO,"['CORPORATE', 'VENUS']",12,ELYSIUM,"['GENERALIST', 'ECOLOGIST', 'HOVERLORD']",3,"['81', '84', '83']",,,,,,-LNev969zpq81zAITj05
"['BANKER', 'SCIENTIST', 'THERMALIST']","['THARSIS REPUBLIC', 'TERACTOR', 'CHEUNG SHING MARS']",YES,"['CORPORATE', 'VENUS', 'PRELUDE']",10,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['98', '88', '81']",,,,,,-LNf7Ul8OCAc10vN-Zcr
"['CULTIVATOR', 'MAGNATE', 'EXCENTRIC']","['ECOLINE', 'THARSIS REPUBLIC']",YES,['CORPORATE'],13,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'POLAR EXPLORER']",2,"['114', '104']",,,,,,-LNfGuz0JG_q4ScDxrH9
,"['CHEUNG SHING MARS', 'ROBINSON INDUSTRIES']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",12,THARSIS,,2,"['108', '82']",,,,,,-LNfMUbbdiKI6YFYWC9x
,"['SATURN SYSTEMS', 'THARSIS REPUBLIC', 'INTERPLAN. CINEMATICS']",NO,"['CORPORATE', 'VENUS']",14,ELYSIUM,,3,"['87', '83', '68']",,,,,,-LNfMovWxIXwniZ0C67r
,"['TERACTOR', 'CREDICOR', 'ECOLINE', 'THORGATE', 'INTERPLAN. CINEMATICS']",NO,"['CORPORATE', 'VENUS']",10,HELLAS,,5,"['77', '61', '66', '50', '56']",,,,,,-LNfN2H4NXaLG-TtSoSy
"['CULTIVATOR', 'MAGNATE', 'EXCENTRIC']","['SATURN SYSTEMS', 'VITOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE']",12,HELLAS,"['DIVERSIFIER', 'POLAR EXPLORER', 'RIM SETTLER']",2,"['91', '135']",,,,,,-LNfT9YPuYIqPb0enmxD
,"['CREDICOR', 'SATURN SYSTEMS', 'ROBINSON INDUSTRIES']",YES,['PRELUDE'],12,ELYSIUM,,3,"['115', '117', '80']",,,,,,-LNgFHkM3PaTx9Uqhhot
"['CELEBRITY', 'DESERT SETTLER', 'BENEFACTOR']","['MANUTECH', 'CHEUNG SHING MARS', 'INTERPLAN. CINEMATICS', 'POINT LUNA']",YES,['PRELUDE'],9,ELYSIUM,,4,"['49', '59', '68', '46']",,,,,,-LNgHZMNP22sa32kxGhu
"['BANKER', 'SCIENTIST']","['UNMI', 'MINING GUILD']",YES,['PRELUDE'],11,THARSIS,"['TERRAFORMER', 'MAYOR', 'BUILDER']",2,"['97', '111']",,,,,,-LNgXWZfW9euGENdvBnr
"['CELEBRITY', 'DESERT SETTLER', 'ESTATE DEALER']","['INTERPLAN. CINEMATICS', 'PHOBOLOG', 'VIRON']",YES,"['VENUS', 'PRELUDE']",7,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",3,"['76', '72', '64']",,,,,,-LNga-icrjwpQkuHNSmY
"['LANDLORD', 'THERMALIST', 'VENUPHILE']","['INVENTRIX', 'VALLEY TRUST', 'VITOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE']",9,THARSIS,"['MAYOR', 'GARDENER', 'PLANNER']",3,"['89', '103', '92']",,,,,,-LNgaEgMbpIQFhHanhWq
"['CELEBRITY', 'DESERT SETTLER', 'ESTATE DEALER']","['MANUTECH', 'ROBINSON INDUSTRIES', 'HELION']",YES,"['CORPORATE', 'PRELUDE']",11,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'LEGEND']",3,"['115', '89', '87']",,,,,,-LNgeFFuzV-asFmblY-w
"['LANDLORD', 'BANKER', 'SCIENTIST']","['UNMI', 'THARSIS REPUBLIC']",YES,"['CORPORATE', 'VENUS']",12,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",2,"['101', '98']",,,,,,-LNgruzTAr1I_TIZWzh2
"['BANKER', 'SCIENTIST', 'MINER']","['CELESTIC', 'SATURN SYSTEMS', 'CREDICOR']",YES,"['CORPORATE', 'VENUS']",9,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",3,"['78', '72', '66']",,,,,,-LNgsE9iMacRh2ylNlQ2
"['BANKER', 'SCIENTIST', 'MINER']","['UNMI', 'CREDICOR', 'ECOLINE', 'MINING GUILD']",YES,"['CORPORATE', 'VENUS']",8,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",4,"['68', '55', '74', '70']",,,,,,-LNgsYTTIjDX4qfWQlLa
"['SCIENTIST', 'THERMALIST', 'VENUPHILE']","['ECOLINE', 'HELION']",YES,"['CORPORATE', 'VENUS']",13,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",2,"['114', '117']",,,,,,-LNgtPFHiG9hU23lqdJk
"['CULTIVATOR', 'EXCENTRIC', 'CONTRACTOR']","['POINT LUNA', 'RECYCLON']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",14,HELLAS,"['DIVERSIFIER', 'POLAR EXPLORER', 'ENERGIZER']",2,"['119', '110']",,,,,,-LNgtgbiTQ1BLpHQHNgf
"['SCIENTIST', 'MINER', 'VENUPHILE']","['APHRODITE', 'MINING GUILD', 'UNMI']",YES,"['CORPORATE', 'VENUS']",10,THARSIS,"['TERRAFORMER', 'BUILDER', 'PLANNER']",3,"['82', '71', '78']",,,,,,-LNgtuyIdm8evzTksXQ_
"['BANKER', 'SCIENTIST', 'VENUPHILE']","['APHRODITE', 'VIRON']",YES,"['CORPORATE', 'VENUS']",14,THARSIS,"['TERRAFORMER', 'GARDENER', 'PLANNER']",2,"['128', '114']",,,,,,-LNgu9HvmkcEECdJVHED
"['BANKER', 'SCIENTIST', 'VENUPHILE']","['CELESTIC', 'MORNING STAR', 'THARSIS REPUBLIC']",YES,"['CORPORATE', 'VENUS']",10,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['84', '92', '90']",,,,,,-LNguP3D2TPB-FFm45UY
"['SCIENTIST', 'MINER', 'VENUPHILE']","['HELION', 'ECOLINE', 'MINING GUILD', 'SATURN SYSTEMS', 'MORNING STAR']",YES,"['CORPORATE', 'VENUS']",8,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",5,"['57', '62', '55', '59', '48']",,,,,,-LNhzapTb3-0wHcseEry
"['BANKER', 'MINER', 'VENUPHILE']","['MANUTECH', 'INVENTRIX', 'CREDICOR']",YES,"['CORPORATE', 'VENUS']",10,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['88', '64', '82']",,,,,,-LNhzvcoitY-us8FRMni
"['CULTIVATOR', 'MAGNATE', 'CONTRACTOR']","['CREDICOR', 'THORGATE']",YES,,13,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'ENERGIZER']",2,"['106', '101']",,,,,,-LNibQR0xfj4-DAe8fuU
"['INDUSTRIALIST', 'DESERT SETTLER']","['PHOBOLOG', 'HELION', 'CHEUNG SHING MARS']",YES,"['CORPORATE', 'PRELUDE']",10,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'LEGEND']",3,"['87', '71', '66']",,,,,,-LNjRAGXYutfOkdz6a3Z
"['CELEBRITY', 'DESERT SETTLER', 'BENEFACTOR']","['INTERPLAN. CINEMATICS', 'PHOBOLOG']",NO,['CORPORATE'],14,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'TYCOON']",2,"['92', '98']",,,,,,-LNjhZCnHdnz289Ff18Z
"['LANDLORD', 'THERMALIST', 'VENUPHILE']","['VITOR', 'INVENTRIX', 'PHOBOLOG']",YES,"['VENUS', 'PRELUDE']",8,THARSIS,"['MAYOR', 'GARDENER', 'PLANNER']",3,"['103', '93', '96']",,,,,,-LNjm8pVvf9aFLnn3vsz
"['SPACE BARON', 'EXCENTRIC', 'CONTRACTOR']","['HELION', 'THORGATE']",YES,['CORPORATE'],12,HELLAS,"['POLAR EXPLORER', 'ENERGIZER', 'RIM SETTLER']",2,"['103', '87']",,,,,,-LNl1h0lWHE6kwzD5zz6
"['LANDLORD', 'SCIENTIST', 'MINER']","['THARSIS REPUBLIC', 'ECOLINE', 'VITOR', 'INVENTRIX']",YES,"['CORPORATE', 'VENUS', 'PRELUDE']",10,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",4,"['103', '82', '82', '78']",,,,,,-LNlXhUBEbfp6CvRva4G
"['SCIENTIST', 'THERMALIST']","['BEGINNER', 'CHEUNG SHING MARS']",NO,['PRELUDE'],10,THARSIS,"['GARDENER', 'BUILDER', 'PLANNER']",2,"['102', '103']",,,,,,-LNlj5neFh7fyWGGRUl0
"['INDUSTRIALIST', 'ESTATE DEALER', 'VENUPHILE']","['INVENTRIX', 'VALLEY TRUST', 'ARKLIGHT', 'VITOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",10,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",4,"['92', '95', '106', '92']",,,,,,-LNmKRv3mUJgKUQjwQ8C
"['LANDLORD', 'BANKER', 'SCIENTIST']","['ECOLINE', 'UNMI', 'THARSIS REPUBLIC']",YES,"['CORPORATE', 'VENUS']",13,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",3,"['104', '93', '106']",,,,,,-LNo-dtw3awrKbtUyVgE
"['LANDLORD', 'BANKER', 'THERMALIST']","['PHOBOLOG', 'THORGATE']",YES,,12,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",2,"['92', '89']",,,,,,-LNoXf7U1q7xp0miReyt
"['BANKER', 'MINER', 'VENUPHILE']","['THARSIS REPUBLIC', 'CELESTIC', 'SATURN SYSTEMS', 'CHEUNG SHING MARS', 'VALLEY TRUST']",YES,"['CORPORATE', 'VENUS', 'PRELUDE']",8,THARSIS,"['MAYOR', 'BUILDER', 'HOVERLORD']",5,"['66', '64', '58', '51', '51']",,,,,,-LNotPs1Q4ERHStqZRrP
['DESERT SETTLER'],"['THARSIS REPUBLIC', 'POINT LUNA', 'VALLEY TRUST']",YES,['PRELUDE'],10,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",3,"['75', '76', '75']",,,,,,-LNp4988niHv1qtpq-y6
"['CULTIVATOR', 'CONTRACTOR', 'VENUPHILE']","['ECOLINE', 'MORNING STAR', 'THARSIS REPUBLIC']",YES,['VENUS'],11,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'ENERGIZER']",3,"['81', '90', '88']",,,,,,-LNpl5ysQIYUL-VwsgXI
['BENEFACTOR'],"['CELESTIC', 'THARSIS REPUBLIC', 'SATURN SYSTEMS']",YES,"['CORPORATE', 'VENUS']",14,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'LEGEND']",3,"['98', '87', '81']",,,,,,-LNplQBWatX5XU0xqMpy
"['EXCENTRIC', 'VENUPHILE']","['CELESTIC', 'PHOBOLOG']",YES,"['CORPORATE', 'VENUS']",13,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'HOVERLORD']",2,"['82', '107']",,,,,,-LNplqyZJSL3m_e9hc7K
"['DESERT SETTLER', 'BENEFACTOR']","['THORGATE', 'HELION']",YES,"['CORPORATE', 'VENUS']",14,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'TYCOON']",2,"['104', '106']",,,,,,-LNpm45YPMnjX3xPMg7Y
"['CULTIVATOR', 'CONTRACTOR', 'VENUPHILE']","['MANUTECH', 'MORNING STAR', 'MINING GUILD']",YES,"['CORPORATE', 'VENUS']",12,HELLAS,"['DIVERSIFIER', 'POLAR EXPLORER', 'ENERGIZER']",3,"['76', '103', '80']",,,,,,-LNpmMIoR8wy0qXw50vr
"['BANKER', 'SCIENTIST', 'VENUPHILE']","['PHOBOLOG', 'MANUTECH', 'VIRON']",YES,"['CORPORATE', 'VENUS']",12,THARSIS,"['MAYOR', 'BUILDER', 'HOVERLORD']",3,"['94', '103', '95']",,,,,,-LNpmbv-TSQT5l7VcIZE
"['MAGNATE', 'SPACE BARON']","['ECOLINE', 'SATURN SYSTEMS']",YES,"['CORPORATE', 'VENUS']",15,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'RIM SETTLER']",2,"['141', '136']",,,,,,-LNpmnDFGJeMY9DM9IrE
"['INDUSTRIALIST', 'DESERT SETTLER', 'VENUPHILE']","['CELESTIC', 'APHRODITE', 'MINING GUILD']",YES,"['CORPORATE', 'VENUS']",11,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",3,"['89', '92', '83']",,,,,,-LNpn1T8v4eBIWk_7_n7
"['CULTIVATOR', 'VENUPHILE']","['TERACTOR', 'CELESTIC', 'UNMI']",YES,"['CORPORATE', 'VENUS']",11,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'RIM SETTLER']",3,"['77', '73', '74']",,,,,,-LNpnFlfrLkgHJSz92Nw
"['ESTATE DEALER', 'BENEFACTOR', 'VENUPHILE']","['PHOBOLOG', 'UNMI', 'VIRON']",YES,"['CORPORATE', 'VENUS']",11,ELYSIUM,"['GENERALIST', 'ECOLOGIST', 'HOVERLORD']",3,"['103', '100', '102']",,,,,,-LNpnZoC7nbRF-0bYfSY
"['LANDLORD', 'BANKER', 'SCIENTIST']","['UNMI', 'INVENTRIX', 'MANUTECH']",YES,"['CORPORATE', 'VENUS']",11,THARSIS,"['TERRAFORMER', 'BUILDER', 'PLANNER']",3,"['99', '89', '97']",,,,,,-LNpnpbSivKegkQdWPiC
"['BANKER', 'SCIENTIST', 'VENUPHILE']","['CHEUNG SHING MARS', 'VITOR', 'VALLEY TRUST', 'TERACTOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE']",10,THARSIS,"['MAYOR', 'BUILDER', 'HOVERLORD']",4,"['85', '83', '77', '76']",,,,,,-LNtLS6OePiIatjAX44X
"['INDUSTRIALIST', 'BENEFACTOR', 'VENUPHILE']","['ECOLINE', 'MINING GUILD', 'UNMI']",YES,"['CORPORATE', 'VENUS', 'PRELUDE']",14,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",3,"['120', '69', '112']",,,,,,-LNtMIp1cHVE_s-4un14
,"['BEGINNER', 'UNMI']",NO,,14,THARSIS,,2,"['84', '85']",,,,,,-LNuZo-OiPzQgXZxId3f
,"['THORGATE', 'THARSIS REPUBLIC']",NO,['CORPORATE'],14,THARSIS,,2,"['93', '76']",,,,,,-LNuZw0S_rzvKfGvrE98
,"['MINING GUILD', 'INVENTRIX']",NO,['CORPORATE'],14,THARSIS,,2,"['81', '120']",,,,,,-LNu_3Qpm_d4Ay-n4uU1
,"['ECOLINE', 'HELION']",NO,['CORPORATE'],13,THARSIS,,2,"['113', '80']",,,,,,-LNu_9GB1TTSOzBur9e7
"['SCIENTIST', 'THERMALIST', 'MINER']","['ROBINSON INDUSTRIES', 'POINT LUNA']",NO,"['CORPORATE', 'PRELUDE']",14,THARSIS,"['TERRAFORMER', 'GARDENER', 'PLANNER']",2,"['134', '120']",,,,,,-LNu_MPJs92JQbb-R7kP
"['SPACE BARON', 'CONTRACTOR']","['SPLICE', 'RECYCLON', 'APHRODITE', 'THORGATE', 'MANUTECH']",YES,"['CORPORATE', 'VENUS', 'PRELUDE']",10,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'POLAR EXPLORER']",5,"['70', '68', '67', '58', '51']",,,,,,-LNwHj8WgncFiwssiODU
,"['CELESTIC', 'TERACTOR', 'VIRON']",NO,"['CORPORATE', 'VENUS']",13,THARSIS,,3,"['98', '91', '102']",,,,,,-LNxTKKTlTAfcMMdrOMQ
,"['HELION', 'CREDICOR']",NO,"['CORPORATE', 'VENUS']",16,THARSIS,,2,"['114', '161']",,,,,,-LNxTV8UhPMbJW_FUBZF
,"['SATURN SYSTEMS', 'TERACTOR', 'PHOBOLOG']",NO,"['CORPORATE', 'VENUS']",14,THARSIS,,3,"['105', '102', '106']",,,,,,-LNxTfTuFLSidljt-FOp
,"['ECOLINE', 'INVENTRIX', 'MANUTECH']",NO,"['CORPORATE', 'VENUS']",12,ELYSIUM,,3,"['103', '100', '129']",,,,,,-LNxTxWyauGOSK5stTGa
,"['MINING GUILD', 'APHRODITE', 'HELION']",NO,"['CORPORATE', 'VENUS']",14,THARSIS,,3,"['99', '108', '110']",,,,,,-LNxU45zLSAs9rfb6fxT
,"['UNMI', 'ECOLINE']",NO,"['CORPORATE', 'VENUS']",16,HELLAS,,2,"['170', '168']",,,,,,-LNxUCBqFy9u61FuZVBh
,"['CELESTIC', 'TERACTOR']",NO,"['CORPORATE', 'VENUS']",14,THARSIS,,2,"['100', '104']",,,,,,-LNxUb5oKsU4hhOAhuQd
,"['PHOBOLOG', 'MANUTECH', 'TERACTOR']",NO,"['CORPORATE', 'VENUS']",14,ELYSIUM,,3,"['142', '96', '141']",,,,,,-LNxUmFrqXSW-JpiL9cM
,"['MORNING STAR', 'SATURN SYSTEMS']",NO,"['CORPORATE', 'VENUS']",16,HELLAS,,2,"['181', '144']",,,,,,-LNxUteQJV96G6-d-aZw
,"['MANUTECH', 'THARSIS REPUBLIC']",NO,"['CORPORATE', 'VENUS']",15,ELYSIUM,,2,"['127', '117']",,,,,,-LNxV-bYazBCpfJNnNd4
,"['TERACTOR', 'INVENTRIX']",NO,"['CORPORATE', 'VENUS']",15,THARSIS,,2,"['131', '97']",,,,,,-LNxVA2pf2LhPPPVNox-
